product_id,name,brand_name,category_id,category_lv1,category_lv2,category_lv3,product_url,cbf_score,absa_score,hybrid_score
275220818,Tã/bỉm quần Huggies Skin Care Mega Jumbo XXL76+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220818.html?spid=275220819,0.6513169403408586,0.8283614369850775,0.6928129875318519
276109346,Tã quần Huggies Skin Care Mega Jumbo L100+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276109346.html?spid=276483852,0.5246746175658114,0.8753397111375709,0.6068642114074619
276568601,Tã/bỉm quần Huggies Skin Care Mega Jumbo M102+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276568601.html?spid=276568602,0.4980047723997637,0.8540061017129361,0.5814450839668734
275220807,Tã/bỉm quần Huggies Skin Care Mega Jumbo M106 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220807.html?spid=276384057,0.5046043847066893,0.7061205798438839,0.551836158083789
276078587,Tã quần Huggies Naturemade ban đêm M 58 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276078587.html?spid=276078589,0.3910882553312777,1.0,0.5338062215536321
276078585,Tã quần Huggies Naturemade ban đêm XL 38 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276078585.html?spid=276078586,0.3906781288575902,1.0,0.5334922213523168
276078588,Tã quần Huggies Naturemade ban đêm L 44 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276078588.html?spid=276078590,0.38481587917102517,1.0,0.5290039776035241
275821664,Tã quần Huggies Skin Perfect Mega Jumbo M98+4 miếng với 2 vùng thấm giảm kích ứng da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275821664.html?spid=275821665,0.37636048213634105,1.0,0.5225303736266323
275220814,Tã/bỉm quần Huggies Skin Care Mega Jumbo L96+8 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220814.html?spid=275316755,0.5043434070517001,0.5180155875526535,0.5075479203691146
270653294,[TẶNG THÊM MIẾNG CHO SIZE L/XL/XXL] Combo 3 gói Tã quần Huggies Skincare Mega Jumbo M106/L96/XL84/XXL76,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p270653294.html?spid=275307011,0.33857931685150516,1.0,0.4936044342726018
