product_id,name,brand_name,category_id,category_lv1,category_lv2,category_lv3,product_url,cbf_score,absa_score,hybrid_score
276568601,Tã/bỉm quần Huggies Skin Care Mega Jumbo M102+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276568601.html?spid=276568602,0.9779560566175509,0.8540061017129361,0.9539471201469858
275220807,Tã/bỉm quần Huggies Skin Care Mega Jumbo M106 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220807.html?spid=276384057,0.9539181392390877,0.7061205798438839,0.9059200914329483
275220814,Tã/bỉm quần Huggies Skin Care Mega Jumbo L96+8 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220814.html?spid=275316755,0.9551086869772581,0.43527215421300497,0.8544170626856618
275346644, Tã/bỉm quần Huggies Skin Care Mega Jumbo M106/L96+8/XL84+4/XXL76+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275346644.html?spid=275346650,0.8340784967230783,0.5,0.7693679495495944
275346622,Combo 2 Tã/bỉm quần Huggies Skin Care Mega Jumbo M106/L96+8/ XL84+4/XXL76+4 với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275346622.html?spid=275346630,0.8320366639210738,0.5,0.7677216169643069
275744524,[MUA 4 TẶNG 1] Tã quần Huggies Skincare Mega Jumbo XL84+4 Mẫu Dày 2mm,Huggies,10417,Mẹ & Bé,"Tã, Bỉm",Tã bỉm dành cho người lớn,https://tiki.vn/product-p275744524.html?spid=275792326,0.8056999810013974,0.5,0.746486313448524
275220816,Tã/bỉm quần Huggies Skin Care Mega Jumbo XL84+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220816.html?spid=275220817,0.6252922100911996,0.9677629354107813,0.6916283204476227
275220818,Tã/bỉm quần Huggies Skin Care Mega Jumbo XXL76+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220818.html?spid=275220819,0.5951531604096774,0.7761676052037052,0.6302154104012876
260941233,Combo 2 Tã/bỉm quần HUGGIES SKINCARE MEGA JUMBO size L 96+8 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p260941233.html?spid=275306822,0.47422264577496775,1.0,0.5760649990454054
252606753,Tã/bỉm quần HUGGIES SKINCARE gói JUMBO size XXXL 22+6 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p252606753.html?spid=252606754,0.46930223766484547,1.0,0.5720976672459288
