product_id,name,brand_name,category_id,category_lv1,category_lv2,category_lv3,product_url,cbf_score,absa_score,hybrid_score
275220818,Tã/bỉm quần Huggies Skin Care Mega Jumbo XXL76+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220818.html?spid=275220819,0.8047635316953452,0.7761676052037052,0.7980611606097765
276109346,Tã quần Huggies Skin Care Mega Jumbo L100+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276109346.html?spid=276483852,0.6252922100911996,0.85223292470948,0.6784830337646528
274058658,Tã/bỉm dán sơ sinh Huggies Skin Perfect NB 38 miếng với 2 vùng thấm giảm kích ứng da,Huggies,2552,Mẹ & Bé,"Tã, Bỉm",Tã dán,https://tiki.vn/product-p274058658.html?spid=274058659,0.5718689229315593,1.0,0.6722151506579377
277775605,Tã/bỉm dán sơ sinh Huggies Skin Perfect NB 70+4 miếng với 2 vùng thấm giảm kích ứng da,Huggies,2552,Mẹ & Bé,"Tã, Bỉm",Tã dán,https://tiki.vn/product-p277775605.html?spid=277775606,0.5593976888685108,1.0,0.662666949657307
276568601,Tã/bỉm quần Huggies Skin Care Mega Jumbo M102+4 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276568601.html?spid=276568602,0.5638210034944047,0.8540061017129361,0.6318351737060739
274091857,Combo 3 gói Tã/bỉm dán sơ sinh Huggies Skin Perfect  S 80+2 miếng với 2 vùng thấm giảm kích ứng da,Huggies,2552,Mẹ & Bé,"Tã, Bỉm",Tã dán,https://tiki.vn/product-p274091857.html?spid=274091862,0.4953630742195485,1.0,0.6136408974979779
276078587,Tã quần Huggies Naturemade ban đêm M 58 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276078587.html?spid=276078589,0.4775439056058354,1.0,0.5999982216627148
276078585,Tã quần Huggies Naturemade ban đêm XL 38 miếng,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p276078585.html?spid=276078586,0.47745300201764074,1.0,0.5999286242413712
275220807,Tã/bỉm quần Huggies Skin Care Mega Jumbo M106 miếng với tràm trà dịu da,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p275220807.html?spid=276384057,0.5667022259432138,0.7061205798438839,0.5993793817001574
270653294,[TẶNG THÊM MIẾNG CHO SIZE L/XL/XXL] Combo 3 gói Tã quần Huggies Skincare Mega Jumbo M106/L96/XL84/XXL76,Huggies,2553,Mẹ & Bé,"Tã, Bỉm",Tã quần,https://tiki.vn/product-p270653294.html?spid=275307011,0.474670276877078,1.0,0.597798119847237
